ocid,tender/id,tender/title,buyer/name,tenderclassification/description,tender/procurementMethod,amount,num_tenderers,duration_days,flag_single_bidder,flag_zero_bidders,flag_short_window,flag_non_open,flag_high_value,flag_buyer_concentration,flag_round_amount,ml_anomaly_flag,anomaly_score,risk_score,risk_tier,risk_explanation
ocds-kjhdrl-2017_DoWR_1729_1,2017_DoWR_1729_1,Rudrasagar Deposit Work,Department of Water Resources,Civil Works - Water Works,Open Tender,2638613.0,10,180,0,0,0,0,0,0,0,0,0.16656941162837857,2.5,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1149_1,2016_DoWR_1149_1,IM Saikhowabund (hatiguli)-2,Department of Water Resources,Civil Works,Open Tender,5040758.0,12,180,0,0,0,0,0,0,0,0,0.16680577730505963,2.5,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1361_1,2016_DoWR_1361_1,IM at Phukangaon2,Department of Water Resources,Civil Works,Open Tender,14409005.0,11,180,0,0,0,0,0,0,0,0,0.16574523098855387,2.49,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1302_1,2016_DoWR_1302_1,IM NutanBhralibari,Department of Water Resources,Civil Works,Open Tender,25349923.0,7,180,0,0,0,0,0,0,0,0,0.16617650161871644,2.49,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_GMDA_956_1,2016_GMDA_956_1,Development of Navagraha Temple Premises -Phase-I,Guwahati Metropolitan Development Authority,Civil Works,Open Tender,24387196.0,2,120,0,0,0,0,0,0,0,0,0.16556755439272453,2.48,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1456_1,2016_DoWR_1456_1,I.M of Jarasar-1,Department of Water Resources,Civil Works,Open Tender,12798895.0,11,180,0,0,0,0,0,0,0,0,0.16402781647320852,2.46,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_4127_1,2017_BTC_4127_1,TN_303_01,Bodoland Territorial Council-PWD,Civil Works,Open Tender,38497565.0,2,180,0,0,0,0,0,0,0,0,0.1604577745272694,2.41,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_NHM_1956_1,2017_NHM_1956_1,NRC/Formats/950/2012-13/22391,National Health Mission,Supply of Materials,Open Tender,21134600.0,5,90,0,0,0,0,0,0,0,0,0.15960528613940894,2.39,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1825_1,2017_DoWR_1825_1,Muwamaripk2,Department of Water Resources,Civil Works,Open Tender,17963438.0,9,180,0,0,0,0,0,0,0,0,0.15835026101624017,2.38,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1400_1,2016_DoWR_1400_1,IM at Gainadi 2,Department of Water Resources,Civil Works,Open Tender,17191808.0,9,180,0,0,0,0,0,0,0,0,0.1579958879936011,2.37,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_PWBNH_1011_1,2016_PWBNH_1011_1,GROUP_B,Public Works Building and NH Department,Civil Works,Open Tender,13000188.0,11,180,0,0,0,0,0,0,0,0,0.15737211438847476,2.36,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_NHM_1032_2,2016_NHM_1032_2,Construction of GNM School and Hostel Bldg at Titabor in Jorhat District,National Health Mission,Civil Works - Building,Open Tender,93377388.0,3,180,0,0,0,0,0,0,0,0,0.15637714023727134,2.35,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1355_1,2016_DoWR_1355_1,IM at Sigini Bhijoni 2,Department of Water Resources,Civil Works,Open Tender,980088.0,5,180,0,0,0,0,0,0,0,0,0.15675241404512474,2.35,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_NHM_1032_1,2016_NHM_1032_1,Construction of GNM School and Hostel at Titabor in Jorhat District,National Health Mission,Civil Works - Building,Open Tender,93377388.0,3,180,0,0,0,0,0,0,0,0,0.15637714023727134,2.35,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1363_1,2016_DoWR_1363_1,IM to restore Dainigaon area,Department of Water Resources,Civil Works,Open Tender,28939204.0,6,180,0,0,0,0,0,0,0,0,0.15464450382341344,2.32,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1399_1,2016_DoWR_1399_1,Immediate mesures for restoration of Breach like damages  of Kakodonga bund 2,Department of Water Resources,Civil Works,Open Tender,4004000.0,11,180,0,0,0,0,0,0,0,0,0.15459487589190424,2.32,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_SSA_1281_1,2016_SSA_1281_1,PRINTING and SUPPLY OF ACTIVITY BOOK ON MATEHMATICS  FOR CLASS VI TO VIII IN BENGALI  BODO AND ENGLISH VERSION,Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,4150000.0,3,90,0,0,0,0,0,0,0,0,0.15301401015201754,2.3,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_SSA_1676_1,2017_SSA_1676_1,"PRINTING and SUPPLY OF ACTIVITY BOOK ON MATHEMATICS  FOR CLASS VI TO VIII IN BENGALI, BODO AND ENGLISH VERSION",Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,4150000.0,3,90,0,0,0,0,0,0,0,0,0.15301401015201754,2.3,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_NHM_2015_1,2017_NHM_2015_1,Construction of CHC with Residential Qtrs at Dimakuch in Udalguri District,National Health Mission,Civil Works - Building,Open Tender,75163000.0,5,180,0,0,0,0,0,0,0,0,0.15259115944542345,2.29,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_ICD_1699_2,2017_ICD_1699_2,Construction of Road with replacement of existing Bituminous Road Top with pavers block at Assam Plastic Park Gelapukhuri Tinsukia,Industries and Commerce Department,Civil Works – Roads,Open Tender,4705000.0,2,120,0,0,0,0,0,0,0,0,0.1528084369004361,2.29,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1403_1,2016_DoWR_1403_1,IM at moridhal 2,Department of Water Resources,Civil Works,Open Tender,8213309.0,12,180,0,0,0,0,0,0,0,0,0.1527378219432417,2.29,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_PWBNH_3698_1,2017_PWBNH_3698_1,"Construction of 3rd  and 4th  floor in the New RCC  Judicial Court building  Under Construction at  Silchar, Cachar",Public Works Building and NH Department,Civil Works - Building,Open Tender,94864127.0,2,180,0,0,0,0,0,0,0,0,0.1514944119511542,2.27,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_PWBNH_4115_1,2017_PWBNH_4115_1,"Extension_Up-gradation of Multistoried RCC building  by demolishing the existing worn out Assam Type building of the Assistant Labour Commissioner, Kamrup (M), Assam (Shram Bhawan)",Public Works Building and NH Department,Civil Works - Building,Open Tender,86675981.0,3,180,0,0,0,0,0,0,0,0,0.150269655308356,2.25,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_SSA_1674_1,2017_SSA_1674_1,"PRINTING and SUPPLY OF ACTIVITY BOOK ON MATHEMATICS FOR CLASS III TO V IN BENGALI, BODO AND ENGLISH VERSION",Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,4650000.0,4,90,0,0,0,0,0,0,0,0,0.14938929328778183,2.24,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_2380_1,2017_BTC_2380_1,BTC/OTSG/2017-18/25,Bodoland Territorial Council-PWD,Civil Works,Open Tender,36653660.0,2,180,0,0,0,0,0,0,0,0,0.14942639757352671,2.24,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1480_1,2016_DoWR_1480_1,IM from Tekelifuta-4,Department of Water Resources,Civil Works,Open Tender,4479370.0,11,180,0,0,0,0,0,0,0,0,0.14858663602552458,2.23,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1448_1,2016_DoWR_1448_1,I.M at Gabharu R/B-3,Department of Water Resources,Civil Works,Open Tender,4545851.0,11,180,0,0,0,0,0,0,0,0,0.14858663602552458,2.23,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_SCD_1240_1,2016_SCD_1240_1,Chandrapur 2,Soil Conservation Department,Civil Works,Open Tender,6114486.0,9,180,0,0,0,0,0,0,0,0,0.14812936843063607,2.22,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1335_1,2016_DoWR_1335_1,IM from Tekelifuta-1,Department of Water Resources,Civil Works,Open Tender,16474600.0,9,180,0,0,0,0,0,0,0,0,0.14755345421321497,2.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_ICD_1338_1,2016_ICD_1338_1,Electrical Works for RFTL Building,Industries and Commerce Department,Electrical Works,Open Tender,4596857.0,3,90,0,0,0,0,0,0,0,0,0.1469419923020252,2.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_RMSA_1926_1,2017_RMSA_1926_1,SHORT NOTICE INVITING  e-TENDER FOR SELECTION OF MANUFACTURERS/FIRMS FOR SUPPLY OF SCIENCE AND MATHEMATICS KITS,Rashtriya Madhyamik Siksha Abhijan,Miscellaneous Goods,Open Tender,4455000.0,2,90,0,0,0,0,0,0,0,0,0.14576545451510758,2.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1386_1,2016_DoWR_1386_1,IM at saikhowa (hatiguli)-3,Department of Water Resources,Civil Works,Open Tender,728904.0,3,180,0,0,0,0,0,0,0,0,0.14617844389898982,2.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1629_1,2017_DoWR_1629_1,Laltugram Saptagram pk2 retender,Department of Water Resources,Civil Works,Open Tender,731000.0,2,180,0,0,0,0,0,0,0,0,0.14505221114255118,2.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_SSA_1279_1,2016_SSA_1279_1,PRINTING and SUPPLY OF ACTIVITY BOOK ON MATEHMATICS  FOR CLASS III TO V IN BENGALI  BODO AND ENGLISH VERSION,Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,4650000.0,3,90,0,0,0,0,0,0,0,0,0.14465159783825665,2.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_PWD_1542_49,2017_PWD_1542_49,Nalbari/RIDF-XXII/01,Public Works Roads Department,Civil Works,Open Tender,11683000.0,11,180,0,0,0,0,0,0,0,0,0.14397990363115565,2.16,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1730_1,2017_DoWR_1730_1,Belsiripk3(re-tender),Department of Water Resources,Civil Works,Open Tender,3317235.0,10,180,0,0,0,0,0,0,0,0,0.14427856571833608,2.16,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1405_1,2016_DoWR_1405_1,IM at Dizimore 3,Department of Water Resources,Civil Works,Open Tender,10021217.0,11,180,0,0,0,0,0,0,0,0,0.14132141330563708,2.12,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_SSA_1675_1,2017_SSA_1675_1,PRINTING and SUPPLY OF ACTIVITY BOOK ON MATHEMATICS FOR CLASS VI TO VIII   IN  ASSAMESE VERSION,Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,16150000.0,2,90,0,0,0,0,0,0,0,0,0.14108926657911014,2.12,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1366_1,2016_DoWR_1366_1,IM to Desang Bund Left Bank 3,Department of Water Resources,Civil Works,Open Tender,12441168.0,10,180,0,0,0,0,0,0,0,0,0.14036246653554152,2.11,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1476_1,2016_DoWR_1476_1,Noanadipk1,Department of Water Resources,Civil Works,Open Tender,12036845.0,10,180,0,0,0,0,0,0,0,0,0.13983317742593038,2.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_2192_1,2017_BTC_2192_1,BTC/OTSG/2017-18/04,Bodoland Territorial Council-PWD,Civil Works,Open Tender,35196315.0,2,180,0,0,0,0,0,0,0,0,0.1396735914017322,2.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_SSA_1280_1,2016_SSA_1280_1,PRINTING and SUPPLY OF ACTIVITY BOOK ON MATEHMATICS FOR CLASS VI TO VIII   IN  ASSAMESE VERSION,Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,16150000.0,3,90,0,0,0,0,0,0,0,0,0.13889772648451015,2.08,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1796_1,2017_HET_1796_1,Supply of Equipments  Machines to SonitpurPolytechnic,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,5,90,0,0,0,0,0,0,0,0,0.13700276773095799,2.06,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_PWBNH_1010_1,2016_PWBNH_1010_1,FIFAGROUPA,Public Works Building and NH Department,Civil Works - Building,Open Tender,47549220.0,7,180,0,0,0,0,0,0,0,0,0.13702899323012452,2.06,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1793_1,2017_HET_1793_1,"Supply, installation and commissioning of Equipments and Machinesto Lakhimpur Polytechnic, Bihpuria,Lakhimpur,Assam",Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,5,90,0,0,0,0,0,0,0,0,0.13700276773095799,2.06,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HFWD_2871_1,2017_HFWD_2871_1,Outsourcing of dietary services for TMCH,Health and Family Welfare Department,Miscellaneous Services,Open Tender,8206496.5,5,90,0,0,0,0,0,0,0,0,0.13656473408476677,2.05,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1368_1,2016_DoWR_1368_1,IM to Namdung outfall 3,Department of Water Resources,Civil Works,Open Tender,11594205.0,10,180,0,0,0,0,0,0,0,0,0.13662601542506303,2.05,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_PWBNH_1012_1,2016_PWBNH_1012_1,FIFAGROUPC,Public Works Building and NH Department,Electrical Works,Open Tender,10350000.0,10,180,0,0,0,0,0,0,0,0,0.13607277910686233,2.04,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1467_1,2016_DoWR_1467_1,IM to Kachua lock gate,Department of Water Resources,Civil Works,Open Tender,31202200.0,3,180,0,0,0,0,0,0,0,0,0.13571602376570346,2.04,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1333_1,2016_DoWR_1333_1,Im at Chamuguri,Department of Water Resources,Civil Works,Open Tender,24448000.0,6,180,0,0,0,0,0,0,0,0,0.1354667215085157,2.03,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1183_1,2016_DoWR_1183_1,IM Buridehing Uriamguri area,Department of Water Resources,Civil Works,Open Tender,20263601.0,7,180,0,0,0,0,0,0,0,0,0.13176961502701023,1.98,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_NHM_2017_1,2017_NHM_2017_1,Construction of CHC with residential qtr at Malini beel area of Sichar town in Cachar District,National Health Mission,Civil Works - Building,Open Tender,77280000.0,3,180,0,0,0,0,0,0,0,0,0.1317170698084401,1.98,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1657_1,2017_DoWR_1657_1,Immediate measures at Katabari,Department of Water Resources,Civil Works,Open Tender,30834364.0,3,180,0,0,0,0,0,0,0,0,0.13157852357663247,1.97,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1423_1,2016_DoWR_1423_1,I.M river Belsiri-2,Department of Water Resources,Civil Works,Open Tender,26055150.0,4,180,0,0,0,0,0,0,0,0,0.13078069404666381,1.96,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1612_1,2017_DoWR_1612_1,Approach road to Numaligarh,Department of Water Resources,Civil Works,Open Tender,29915603.0,3,180,0,0,0,0,0,0,0,0,0.1309668363117119,1.96,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1449_1,2016_DoWR_1449_1,Harianab,Department of Water Resources,Civil Works,Open Tender,10511006.0,10,180,0,0,0,0,0,0,0,0,0.13081843771047397,1.96,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_PWBNH_952_1,2016_PWBNH_952_1,Construction of Multistoried Judicial Court Building at                                Judicial Court campus at Dibrugarh,Public Works Building and NH Department,Civil Works - Building,Open Tender,62074741.0,4,180,0,0,0,0,0,0,0,0,0.12997235721954792,1.95,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1475_1,2016_DoWR_1475_1,I.M at PGJH road-2,Department of Water Resources,Civil Works,Open Tender,11196218.0,10,180,0,0,0,0,0,0,0,0,0.1291425040008668,1.94,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_PWBNH_1001_1,2016_PWBNH_1001_1,Construction of Assam Judicial Academy and National Law School at  Amingaon_ Guwahati_ Assam under the scheme SPA_ACA_Grade III Quarter _G_2_ with future provision of _G_5_ and Grade IV Quarter_G_2_ with future provision of _G_5,Public Works Building and NH Department,Civil Works - Building,Open Tender,74532333.0,3,180,0,0,0,0,0,0,0,0,0.12938341250065843,1.94,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1367_1,2016_DoWR_1367_1,IM to Namdung outfall2,Department of Water Resources,Civil Works,Open Tender,12954067.0,9,180,0,0,0,0,0,0,0,0,0.12770916777432773,1.92,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_PWBNH_4124_1,2017_PWBNH_4124_1,"Construction of Integrated Office -cum- Residential Building in Majuli, Assam (Phase-I) Group-III (Officers  quarter -3 Blocks 12 units, Grade III  quarter -1 Blocks 8 units)",Public Works Building and NH Department,Civil Works - Building,Open Tender,79067055.0,2,180,0,0,0,0,0,0,0,0,0.12819782032862526,1.92,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1452_1,2016_DoWR_1452_1,Bardangapk1,Department of Water Resources,Civil Works,Open Tender,4362943.0,10,180,0,0,0,0,0,0,0,0,0.12760149538835497,1.91,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1499_1,2017_DoWR_1499_1,MNR at Merapani 2,Department of Water Resources,Civil Works,Open Tender,11592690.0,3,90,0,0,0,0,0,0,0,0,0.12729596588345393,1.91,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_NHM_2018_1,2017_NHM_2018_1,Construction of CHC with residential qtr at Longnit Natun Borjan in Karbi Anglong,National Health Mission,Civil Works - Building,Open Tender,76051000.0,2,180,0,0,0,0,0,0,0,0,0.12639860625133725,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1630_1,2017_DoWR_1630_1,Bessamarapk2 retender,Department of Water Resources,Civil Works,Open Tender,16351884.0,8,180,0,0,0,0,0,0,0,0,0.12664668530412704,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1647_2,2017_HET_1647_2,Supply Installation of Instruments Machines,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_TAX_1058_1,2016_TAX_1058_1,AMC for DG Set,Taxation Department,Miscellaneous Works,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1797_1,2017_HET_1797_1,supply of Equipments AND Machinesto Dhemaji Polytechnic,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1795_1,2017_HET_1795_1,"supplyof Equipments , Machines to Sibsagar Polytechnic",Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_HET_1291_1,2016_HET_1291_1,"Supply and Installation of Instruments / Machines on turnkey basis to be installed at Baksa Polytechnic, Belguri Pathar,Baksa Assam",Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DEE_1492_1,2016_DEE_1492_1,SUPPLY OF 70 GSM MAPLITHO PAPER FROM AGRO BASED/FOREST BASED VIRGIN PULP/ RECYCLED PAPER,Elementary Education Department,Supply of Materials,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1503_1,2017_HET_1503_1,Supply of Equipment for BVEC,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_HET_1292_1,2016_HET_1292_1,Supply and Installation of Instruments _ Machines on turnkey basis to be installed at Kamrup Rural Polytechnic Baihata Charali Kamrup Rural Assam,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,4,90,0,0,0,0,0,0,0,0,0.12689898845911696,1.9,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_SSA_1339_1,2016_SSA_1339_1,"PRINTING and SUPPLY OF PUPILS PROGRESS CARD AND INDIVIDUAL CHILD PROFILEIN ASSAMESE, BENGALI, BODO AND ENGLISH VERSION",Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,13150000.0,3,90,0,0,0,0,0,0,0,0,0.12570551285846232,1.89,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_SSA_1237_1,2016_SSA_1237_1,"PRINTING and SUPPLY OF PUPILS PROGRESS CARD AND INDIVIDUAL CHILD PROFILEIN ASSAMESE, BENGALI, BODO AND ENGLISH VERSION",Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,13150000.0,2,90,0,0,0,0,0,0,0,0,0.12526297747967163,1.88,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1955_1,2017_DoWR_1955_1,I.M from Bongaon to Chamukaghat,Department of Water Resources,Civil Works,Open Tender,3501228.0,9,180,0,0,0,0,0,0,0,0,0.1251034792620156,1.88,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DEE_1009_1,2016_DEE_1009_1,SUPPLY OF 165 GSM M. G. COVER PAPER WHITE FOR PRINTING OF TEXTBOOKS,Elementary Education Department,Supply of Materials,Open Tender,8206496.5,2,90,0,0,0,0,0,0,0,0,0.1245072518178223,1.87,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1437_1,2016_DoWR_1437_1,I.M of Gabharu at R/B-4,Department of Water Resources,Civil Works,Open Tender,4679675.0,10,180,0,0,0,0,0,0,0,0,0.12460218039682858,1.87,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1334_1,2016_DoWR_1334_1,IM at PGJH-1,Department of Water Resources,Civil Works,Open Tender,9803783.0,10,180,0,0,0,0,0,0,0,0,0.12396474659571244,1.86,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_HET_1294_1,2016_HET_1294_1,Supply and Installation of Instruments_Machines on turnkey basis to be installed at Karimganj Polytechnic Maizgaon  Karimganj Assam,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,3,90,0,0,0,0,0,0,0,0,0.1233937386383065,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_HET_1296_1,2016_HET_1296_1,"Supply and Installation of Instruments / Machines on turnkey basis to be installed at Goalpara Polytechnic,Goalpara East, Goalpara Assam",Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,3,90,0,0,0,0,0,0,0,0,0.1233937386383065,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_HET_1295_1,2016_HET_1295_1,Supply and Installation of Instruments Machines on turnkey basis to be installed at Barpeta Polytechnic Barpeta Assam,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,3,90,0,0,0,0,0,0,0,0,0.1233937386383065,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_NRC_1189_1,2016_NRC_1189_1,SUPPLY OF 75 GSM A4 SIZE COPIER PAPER FOR NRC UPDATE PROJECT,National Register of Citizens Assam,Supply of Materials,Open Tender,8206496.5,3,90,0,0,0,0,0,0,0,0,0.1233937386383065,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1794_1,2017_HET_1794_1,"supply, installation and commissioning of Equipments AND Machines to Nalbari Polytechnic, Chandkuchi,Nalbari,Assam",Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,3,90,0,0,0,0,0,0,0,0,0.1233937386383065,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_HET_1790_1,2017_HET_1790_1,"Supply, installation and commissioning of Equipments and Machines to Golaghat Polytechnic, Furkating, Golaghat, Assam",Higher Education (Technical) Department,Supply of Materials,Open Tender,8206496.5,3,90,0,0,0,0,0,0,0,0,0.1233937386383065,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_AP_1305_1,2016_AP_1305_1,Selection of NICSI empanelled Consultant,Assam Police,Miscellaneous Services,Open Tender,8206496.5,3,90,0,0,0,0,0,0,0,0,0.1233937386383065,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_NHM_2016_1,2017_NHM_2016_1,Construction of CHC with Residential Qtr at Karigaon in Kokrajhar Dist,National Health Mission,Civil Works - Building,Open Tender,73944000.0,2,180,0,0,0,0,0,0,0,0,0.1232771030336901,1.85,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_SCD_1230_1,2016_SCD_1230_1,Kulsi Group 2,Soil Conservation Department,Civil Works,Open Tender,9816884.0,6,180,0,0,0,0,0,0,0,0,0.12202780625352228,1.83,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1320_1,2016_DoWR_1320_1,Im at panimirigaon,Department of Water Resources,Civil Works,Open Tender,9684144.0,10,180,0,0,0,0,0,0,0,0,0.12196563923806525,1.83,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_BTC_1062_1,2016_BTC_1062_1,Construction of Inter Locking Concrete Block Pavement Road from Ballamguri High School to Ballamguri M.V. School under AOP in BTC for 2016-17,Bodoland Territorial Council-PWD,Civil Works,Open Tender,32380734.0,2,180,0,0,0,0,0,0,0,0,0.12161532455075108,1.82,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1174_1,2016_DoWR_1174_1,IM Mansiri at Rangajan Mirigaon -1,Department of Water Resources,Civil Works,Open Tender,21859532.0,6,180,0,0,0,0,0,0,0,0,0.12064713429142226,1.81,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1375_1,2016_DoWR_1375_1,IM to hirapara,Department of Water Resources,Civil Works,Open Tender,3013000.0,8,180,0,0,0,0,0,0,0,0,0.12040205378123414,1.81,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1649_1,2017_BTC_1649_1,BTC/EDN-4/2016/7,Bodoland Territorial Council-PWD,Civil Works,Open Tender,31134932.0,2,180,0,0,0,0,0,0,0,0,0.12078389201655171,1.81,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_923_1,2016_DoWR_923_1,Kaplabori-Nalbari-SDRF,Department of Water Resources,Civil Works,Open Tender,26142000.0,3,180,0,0,0,0,0,0,0,0,0.12024017727422964,1.8,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1470_1,2016_DoWR_1470_1,I.M. to closing of breach at Baithakhal-1,Department of Water Resources,Civil Works,Open Tender,27884722.0,2,180,0,0,0,0,0,0,0,0,0.11776898632954991,1.77,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1679_1,2017_DoWR_1679_1,I.M. to closing of breach at Baithakhal,Department of Water Resources,Civil Works,Open Tender,27884722.0,2,180,0,0,0,0,0,0,0,0,0.11776898632954991,1.77,🟢 Low,No specific flags triggered
